geo_id,geoidsl,geoidsc,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
10001,10001,10001,17256,37640,1989,1586,2906,1067,926,1285,1748,1760,1291,789,121,162912,78865,84047,36.1,,,,,,,,,,54896,54617,23170,65484,10588,2871,1597,804,30.9,41417,69,29567,12087,7320,4868,1864,351,237,4767,1140,1095,10395,12205,10886,2777,7507,4117,1649730,3537,3844,2252,2184,2110,2417,2968,3300,2472,4064,8051,8780,4112,2238,1733,834,959,152300,206200,279700,26936,54896,13479,44261,5262,384,1209,2612,1804,1417,366,8169,9785,11101,3475,5695,5622,5578,3937,3460,2375,1626,2756,4190,4956,4748,4617,5833,5340,4407,1983,2233,1114,2215,2557,1469,1658,496,5532,5085,5587,3572,3852,1277,1186,2696,5247,4842,5452,4946,6449,6090,6019,1643,2491,1684,1990,2858,2310,1145,2094,113421,39221,608,2546,8902,902,2953,3825,2080,14499,,,2203,1638,629,164,7950,6462,12924,19049,40608,13281,,,,,,18303,5216,1178,6584,4514,16898,4064,1476,5322,2804,7965,10327,3544,3305,827,104,3347,0.393,8813,5870,35163,7205,8474,8622,10011,45229,12081,14714,1651,2327,2619,421,2551,6288,3939,19796,91,21308,1955,3302,1479,21308,7125,8829,17951,13595,17462,23212,7573,81486,156845,161365,157156,17612,17951,31462,,,,8868,12924,29363,8250,7244,14344,103076,,,,,,,,,,129813,43388,59713,3355,7692,14812,2010
22015,22015,22015,14335,30752,1983,1488,2608,1904,849,1289,1139,1487,2644,1782,295,117522,58178,59344,34.4,,,,,,,,,,45087,49154,25119,49583,4496,,,594,28.5,29602,284,18928,10452,6746,4160,2300,286,0,3706,739,739,8398,9890,10318,3885,7633,2158,1215700,2665,2979,2806,3633,2471,2893,1771,2170,1253,3747,4493,5853,3785,2066,1132,1370,756,77400,136700,210200,21470,45087,15485,31426,1195,1097,908,2571,1917,1117,1003,8349,5665,5338,1888,4386,3821,5537,2418,1200,1048,532,2941,4857,4163,2714,4568,4176,3606,3414,1051,1643,732,1305,1834,990,702,540,4031,4617,3153,2300,1041,644,1271,2604,5084,4201,3414,4089,4510,3958,3693,1746,1495,1300,979,1952,1355,853,1054,86274,24645,757,1703,5927,546,806,2250,1097,8011,,,1463,1130,,,5889,4638,9854,12835,30263,7324,,,,,,16155,7696,2229,4896,3878,11662,3954,1194,4059,3619,3977,7400,4062,3222,1132,0,2591,0.449,5156,746,26486,5774,5790,8687,5214,28807,4656,10995,722,2084,874,905,1000,5297,3008,13890,0,16232,1981,3712,3184,16232,6875,8269,13992,9916,15999,17722,5063,62382,116501,115796,112884,16331,13992,23487,,,,5583,9854,22142,4404,4295,13500,75978,,,,,,,,,,91977,25683,46381,2097,5161,12454,2010
26091,26091,26091,11609,24732,1962,718,1682,810,204,610,660,1087,697,297,145,99763,50213,49550,40,,,,,,,,,,36341,45563,20698,43445,7104,552,656,537,31.7,29431,164,20372,6792,4637,2937,1319,122,259,2155,628,568,5376,5987,3553,2416,3413,4429,1125125,2331,1922,2361,2137,2588,2299,2414,1820,2146,3298,4543,4799,1938,826,449,470,638,78100,118000,171700,18496,36341,6910,34971,428,771,1361,1346,1228,160,511,2669,1068,2806,11094,2898,3360,3441,2211,1623,637,516,1905,3020,3153,3422,3175,4064,3838,4247,1150,1293,728,1137,1829,1059,844,663,2713,3286,3513,1768,1405,949,277,1593,2239,2907,3001,3354,3556,3660,3936,1094,1746,838,2101,1523,1571,1171,1349,92956,2059,494,372,6009,1596,1481,2864,1498,8998,,,,,,,6915,6183,8592,10968,23190,6404,,,,,,10059,2054,1157,3626,1692,11396,1661,838,7156,3133,1698,5074,2599,1885,517,71,2114,0.389,4981,4308,26055,5914,5164,5464,5696,25075,5647,6284,1005,1703,837,555,1027,5614,3851,14592,0,13338,674,1637,1276,13338,3603,6961,9407,9123,11210,15255,6125,52855,95657,98585,96488,13791,9407,21756,,,,5457,8592,23204,5710,3890,10589,67668,,,,,,,,,,80552,23057,40951,986,5010,10180,2010
12061,12061,12061,19135,34016,1991,1007,3850,1919,388,978,1439,1418,1158,908,73,138268,67510,70758,49.8,,,,,,,,,,53151,47335,26925,76387,23236,3520,5476,770,36.2,40013,1036,21136,7401,5139,3067,2010,0,62,2262,771,771,11765,7142,9533,2309,6067,1767,950120,3147,3372,4383,2776,3543,3625,2121,2012,2878,5199,4865,6787,3563,1367,1687,1826,877,99900,163900,296700,27218,53151,13138,49055,3090,1546,2918,5290,3751,1983,2958,5724,7414,14919,514,3260,3913,3910,2780,1498,640,996,1689,3604,2578,3588,3057,4184,5408,3425,1858,3550,1531,2657,4220,3975,2716,2473,2894,3037,3945,2171,1495,358,660,1863,2596,3062,2557,4278,4936,5459,5742,2342,2769,1833,3791,4071,3732,3367,3800,121743,12161,0,1607,6324,715,861,742,429,14107,,,810,446,1527,280,7189,7944,17173,16546,25910,6582,,,,,,13342,6158,1515,6087,4011,10699,4179,690,1962,3777,1419,8787,5904,2135,854,346,1179,0.47,9584,,30600,5244,5170,6903,5468,27174,5491,14315,902,3587,1458,490,2529,5431,4028,18425,220,15707,706,2244,8500,15707,5410,4345,14875,11682,23670,20373,5685,64993,136940,137142,135155,20038,14875,31487,,,,6651,17173,25469,8599,7036,16237,103159,,,,,,,,,,117309,27583,59728,2750,10726,14796,2010
24045,24045,24045,11745,23559,1980,1558,2957,1322,1082,1282,1969,1512,879,360,343,98843,46616,52227,34.7,,,,,,,,,,35304,49913,23643,41219,5915,1829,658,711,33.1,22040,182,15675,6681,3895,2037,1218,12,628,2786,138,138,8981,11176,5336,1768,4558,2767,1025410,2920,1299,1845,2699,2629,1822,1238,2035,1186,3810,4154,3535,2719,1179,1263,971,899,142500,192000,267900,15858,35304,13264,28170,1214,2005,831,1810,3398,827,223,2741,2789,5284,4317,3284,2714,3377,1307,2533,1434,898,1972,3026,3173,2946,3081,2920,3171,2823,1270,1272,792,1327,1071,1028,579,618,2887,3451,3602,1455,2784,1302,1183,2680,3159,3645,3500,2674,2623,3732,3534,1177,1534,1093,1185,1602,920,1553,952,66835,24492,1579,2600,4127,613,1049,2063,1062,6448,,,1156,1137,,,4639,4096,9061,13530,22077,6494,,,,,,14802,2552,670,4561,3235,12581,2607,864,4896,2196,3020,6369,2957,2365,675,52,2294,0.444,7035,4249,20597,5497,5577,5465,3781,28946,10189,9644,1051,1698,1620,340,757,4410,1580,11456,0,17105,706,2637,4022,17105,5463,4931,10341,9156,11373,14239,4761,49260,95240,97730,95780,17435,10341,15643,,,,4299,9061,18654,3064,5142,8280,61980,,,,,,,,,,79528,29167,34441,2226,6105,7349,2010
39043,39043,39043,10503,21740,1961,872,1801,1212,448,1037,1039,910,1160,838,636,77070,38102,38968,43.8,,,,,,,,,,32243,42246,24203,37831,5588,725,605,513,29.8,22290,52,14122,5115,2613,2026,312,51,224,2502,261,261,7398,6772,4687,2127,3008,881,667830,2161,2747,2178,1798,1929,1802,2714,1409,1312,2427,2691,4469,2072,1045,723,766,648,85200,134100,196100,17399,32243,9953,27959,1664,1034,1760,1217,1074,459,804,1860,748,1020,10352,2208,2973,2454,1463,986,107,346,1077,2079,1886,1829,2448,3511,3090,2327,1248,1928,544,1582,1417,1403,350,846,2519,1937,2158,1340,654,138,504,1406,2406,1822,1999,2578,2957,3500,2492,1818,1591,929,1047,1745,1260,1081,1087,67584,5586,282,393,3939,739,253,1271,669,7898,,,,,,,5201,5116,,8712,17052,4975,,,,,,,,448,5556,1995,8547,1322,318,5165,1995,1416,5121,1941,971,474,64,1547,0.441,,,,5584,3831,3720,3857,16966,2536,,827,1397,1219,261,697,5617,2086,12104,0,10576,256,1689,627,10576,2274,5744,9038,7637,10566,13768,4673,41509,75939,,74530,11953,9038,,,,,3833,6537,21394,3505,3349,7789,54800,,,,,,,,,,62821,14381,35521,1176,3952,7691,2010
39119,39119,39119,10739,23499,1966,966,2770,1043,688,469,656,1336,973,1285,244,86142,41854,44288,39.8,,,,,,,,,,34238,40894,19307,38060,3822,,,473,32.5,23808,14,15455,6283,3270,1658,1416,54,142,3013,73,73,7070,5213,4971,1435,2555,2054,904150,3234,2470,2174,2377,2536,2276,1583,2358,1834,3371,3326,3627,1871,534,513,154,589,65500,103100,150200,18162,34238,10430,26054,475,1874,1576,1667,868,809,688,4049,2079,2828,11475,2772,2923,2989,1827,1205,641,418,1541,2389,2423,2548,3160,2780,3267,3017,1072,1506,849,1345,868,850,1095,369,2430,2582,3309,1724,1130,1168,162,1255,2707,2454,2765,2740,3087,3427,2966,938,1906,682,1736,1314,1355,1157,1294,,,,,4516,711,1382,2450,1434,7533,,,,,,,5791,4925,,5718,20556,6032,,,,,,8413,2948,522,2838,3619,8460,1663,377,5265,1211,853,6226,2599,1996,1179,0,2236,0.403,,1652,,5957,4342,4570,4572,23352,6230,,552,584,701,56,1233,6567,1949,11642,0,9599,810,3216,452,9599,4062,7942,8855,6350,9454,13236,6096,45152,84201,85443,83245,14440,8855,,,,,4438,4207,25965,4050,2528,7282,58066,,,,,,,,,,69137,17557,37700,615,5261,7979,2010
42001,42001,42001,10846,26985,1978,566,2006,854,764,460,1023,894,1225,701,389,101485,49499,51986,41.7,,,,,,,,,,37831,55652,25413,40848,3017,279,188,635,29.6,28949,125,19287,6239,3713,2485,1134,94,0,2526,422,397,6717,6557,7362,3162,4799,4230,1462755,1176,2503,1622,1843,2066,2214,1824,1717,1613,3744,4995,5022,3873,1545,1375,699,791,146800,203100,277600,21168,37831,8882,31151,3471,1017,678,739,311,673,58,2750,3590,3357,6791,2671,3219,3294,1968,1397,584,671,2316,2490,2634,3145,3227,4197,3888,3480,1492,1713,837,1448,1758,1285,993,792,2789,2944,3548,1993,1558,978,841,1734,2398,2470,2979,3668,4327,4177,3784,1443,1694,905,1494,1911,1488,1407,1456,95237,2035,0,297,4839,1530,2526,3522,2598,9374,,,,,269,142,7405,6325,7567,9958,22426,6258,,,,,,12344,1862,1649,4687,5076,11161,2210,914,8767,1637,3177,5067,3475,3403,1145,25,3787,0.388,5267,3421,29847,2617,4821,5639,5364,23528,4968,8939,1155,1333,1153,548,1022,6987,2572,14770,0,16757,567,1815,2656,16757,6621,9834,10011,9145,8975,16293,6961,53206,97819,100619,98265,10009,10011,17360,,,,5611,7567,25697,3623,4052,8126,68980,,,,,,,,,,83020,21332,45280,1738,6290,8199,2010
12113,12113,12113,14943,40396,1992,1811,2724,712,865,1569,1925,2011,1333,552,234,151966,76838,75128,38.8,,,,,,,,,,55339,50517,23521,64840,9501,1527,1538,671,29.8,41603,385,29757,12004,8881,4995,3784,0,102,3123,1000,1000,7494,8631,8585,5590,10269,4400,1572785,2887,3294,3789,2342,3696,3894,2562,2369,2590,3565,7144,7815,4320,1891,1985,1196,887,104800,163500,254500,31087,55339,13736,48720,848,1486,2539,1549,446,548,2198,6506,9439,10224,745,4878,4328,5655,3547,1930,1313,1046,2848,5006,4763,5011,6070,6320,5963,4950,1662,2357,1450,2146,2356,1445,1423,371,4877,4671,4671,2865,1696,1461,773,2432,4221,4829,5668,4570,6527,5825,5227,1946,2452,2057,2208,2097,1625,1837,593,134056,7191,1906,3347,6115,2198,2924,2847,875,14595,,,,,,,10867,8398,17938,22707,35492,7660,,,,,,27412,3263,669,7051,3829,12264,4252,1841,3531,2227,6296,9654,8043,2292,1651,146,3463,0.408,9741,2897,27086,6852,7784,7757,8112,39964,9974,12056,1410,3819,2438,369,1507,6286,5423,21252,123,20981,615,1803,1892,20981,5103,5320,19389,12807,18055,23313,8705,83367,148620,150360,146776,19324,19389,36154,,,,11519,17938,21450,8422,7526,16213,102975,,,,,,,,,,122886,30941,65275,2431,6512,16897,2010
28047,28047,28047,25064,44907,1987,2661,5511,2815,1650,1989,3589,2516,2555,1370,567,187785,94042,93743,35.1,,,,,,,,,461,69971,41970,21330,85691,15720,5671,2581,666,31.7,44748,711,27775,15997,8508,5015,3263,230,0,7489,1115,1115,11314,15328,18659,4877,10850,3176,1806110,5370,4637,3290,6172,3872,5288,3904,4467,3697,4364,7652,8813,4482,1954,1179,830,826,102600,151500,216200,30863,69971,25223,54921,2860,1541,4128,6960,1863,2301,1740,9075,13270,12393,2973,6991,7695,5563,3765,3457,1297,1942,4447,7251,6366,6987,4952,6819,6549,5150,2457,2663,1395,2025,2618,2181,875,597,6421,6043,5791,3485,2147,1390,1528,4415,6735,6862,5599,5630,7007,6965,7491,1744,2219,1415,2285,3123,2390,1473,1585,133729,40596,882,5829,8698,1552,1937,2361,1268,12943,,,2608,1891,46,159,9970,7944,17089,21996,45754,14624,,,,,,27137,10608,787,15745,5699,17022,4807,1905,5115,4477,6518,9428,5979,3678,1305,0,4292,0.434,9411,3605,37494,9708,11314,8258,9072,43902,8293,16264,2039,2724,2116,543,1225,8336,6655,23638,444,24717,1367,3094,6420,24717,9540,8847,19710,19651,25503,26584,10498,99446,184405,185029,178646,35214,19710,41150,,,,10428,17089,28769,8274,6555,22448,121408,,,,,,,,,,149281,47413,67456,2639,8093,22124,2010
51087,51087,51087,40837,81291,1982,985,8866,4139,3549,3119,5665,5640,3825,3343,1170,307435,144456,162979,37.5,,,,,,,,,1293,122128,59202,31758,132831,10703,4005,972,816,30,81827,604,63831,25696,15670,10194,5267,78,131,10026,1788,1788,21973,31117,29470,11455,19762,4925,3151265,5203,4805,4581,5604,5871,7097,5778,6836,5269,10504,11816,18665,10556,7846,6161,5536,956,168600,228400,326800,57801,122128,40301,86673,9262,1719,4242,10453,12735,2402,4733,612,9351,13223,2546,10415,9927,11185,6513,3452,1976,1359,5573,10434,9665,10076,11643,10264,10632,9134,2564,4484,1978,3019,3601,2329,2624,1609,10083,10741,9271,6140,3163,1723,1410,6362,12215,11314,11445,11371,12743,11811,10127,4389,5010,2892,3607,4567,4290,4167,4138,186394,91358,824,19896,11820,3477,2409,2860,2234,23128,1031,404,5678,3743,557,241,13692,11362,51246,70554,74275,21144,1218,140892,16038,75,124854,44946,4209,72,12998,7112,31471,22797,2183,10400,6205,9729,17700,21970,6267,4453,329,7840,0.436,29535,3035,45087,10838,15255,16105,17203,79701,15358,23339,2910,8199,5928,1406,3058,7932,7645,37078,147,65381,2224,5504,21118,65381,8566,11175,44431,23804,41735,50175,16874,169321,304021,303684,295607,30919,44431,58935,1029,6339,150302,14543,51246,39779,12989,21286,31403,208142,,,,,,,,,,245813,76241,123335,6168,13666,23942,2010
26103,26103,26103,10972,16122,1967,741,1748,480,319,868,892,595,700,347,449,67131,34031,33100,39.9,,,,,,,,,,27094,44684,23044,34345,7251,799,260,509,31.2,19955,111,12096,4213,3530,2485,999,0,46,683,216,216,6134,4091,4633,1671,2641,748,552840,2272,1785,2022,1586,2016,1275,1444,1237,1418,2291,2792,3406,1746,796,600,408,557,74100,126000,188500,13640,27094,7139,24961,463,2395,1003,1225,1075,616,705,1902,783,1780,6852,1848,1531,1866,1158,1311,891,924,1776,2317,1903,1824,2116,2329,2737,2650,882,1466,480,1012,1081,820,717,392,1734,1343,1888,1030,1446,898,710,1929,2022,1799,1464,1878,2190,2702,2786,850,1109,935,617,1003,1263,908,596,62890,1103,1387,372,5497,413,408,520,543,6375,,,,,,,4565,4805,10092,12155,12398,1598,,,,,,7773,3497,1738,3634,1757,9241,1332,609,1596,981,1789,4012,1441,1529,554,0,2380,0.431,4162,4367,14203,4156,2397,3040,3232,17973,7273,3196,922,1770,1291,131,327,3649,1974,10064,62,9728,714,1367,427,9728,3599,3190,7484,6212,8442,11226,3679,35024,62964,66425,64853,8698,7484,13195,,,,3587,10092,12757,3083,2847,6525,44848,,,,,,,,,,56921,19047,28269,633,3535,5160,2010
51061,51061,51061,5640,16697,1982,825,1296,174,208,582,440,686,334,447,245,62971,31664,31307,40.8,,,,,,,,,,22337,85614,38672,25440,3103,689,825,861,30.5,17100,458,13038,,,,,,,,,,2316,3065,1868,767,2635,3520,1175625,1047,487,574,809,1062,752,376,1063,353,1574,2057,3076,2927,1289,2426,2465,1059,255800,349400,487100,12871,22337,5237,20955,1525,870,218,202,617,389,332,332,1896,2767,3437,2107,2506,2483,1575,347,642,618,530,1993,1395,1684,2851,2819,2171,1789,940,974,903,548,1381,781,497,130,1361,2027,2358,1725,704,244,86,1364,1354,1297,1940,2728,2583,3164,1827,406,1547,1037,262,1118,823,1031,321,55158,6206,92,479,2705,758,1937,5046,3288,5517,,,,,,,4490,3464,,12920,16142,3482,,,,,,,,1328,1637,2591,7256,571,873,2636,1442,2887,3604,4652,1010,613,,3110,0.437,,,,1222,3460,3657,4345,18258,3791,,832,1955,1618,155,347,2074,1712,8693,,14833,370,948,1470,14833,2738,2020,7350,4159,5269,7983,5027,33462,62386,,61011,5266,7350,,,,,3838,9098,9491,3026,5576,5102,42294,,,,,,,,,,50129,12756,28485,1457,3167,3910,2010
37019,37019,37019,14463,32110,1993,1548,3382,897,418,1156,1193,831,915,683,0,107992,52001,55991,46.6,,,,,,,,,,46573,43884,25045,77710,31137,3555,2625,623,34.8,35550,467,22527,7272,4459,3013,1189,220,37,2813,1079,984,6693,6180,6037,2504,4591,2646,932095,3556,4722,3404,2917,2142,2085,2025,3275,2203,4378,4539,5292,2567,1448,948,1072,820,116600,190100,340300,24345,46573,11023,47618,2207,1073,2073,2350,2180,710,248,19131,10173,16428,605,3274,3327,2395,775,1197,575,290,1771,2671,3072,3486,2541,3279,3284,5047,1615,2286,1591,3029,3073,1649,1231,543,2992,3993,1434,2036,621,0,775,1698,2949,3290,2724,3274,3698,3959,5055,2315,3294,1774,2966,2844,1556,1544,1200,91738,11715,391,469,4302,1271,731,2003,734,13340,,,672,830,,,5684,8034,14271,14391,20226,5446,,,,,,13178,1338,276,4573,5387,7626,3108,745,2901,1782,1842,6937,3773,2097,744,22,1731,0.457,6780,,23266,6282,5255,3513,4039,20071,4115,10000,1679,2827,1168,730,1470,4843,2794,15511,0,13755,950,2749,2320,13755,5233,5137,10768,6898,14582,21410,6101,57839,107905,107116,104615,18215,10768,26522,,,,7678,14271,20298,5543,5234,13301,80839,,,,,,,,,,90577,18261,51336,3375,6039,10949,2010
19013,19013,19013,20272,31050,1961,1649,4446,1880,1184,1603,1994,1285,1962,1745,144,131221,63716,67505,34.4,,,,,,,,,,51322,43341,23672,55931,4609,,,528,33.1,33430,107,21171,10260,6140,4545,1480,115,0,4120,710,618,17375,14926,7514,2974,1826,1070,1028945,3689,3678,3565,4212,3432,3399,2206,2336,2223,4610,6023,5036,2205,2071,1336,1301,618,82700,120900,174100,23028,51322,17892,38875,2072,1909,2147,3309,2195,1829,1640,1955,2103,2014,12239,4540,4572,3061,2553,2277,532,2419,4491,4854,4044,3631,3261,4121,4094,4100,1262,2309,1119,1236,1742,1477,1085,936,3974,3839,3422,2469,3242,2349,1642,3959,4062,4402,3552,3776,3835,4227,4629,1568,2001,1356,1483,2221,1323,1620,2554,113132,12389,283,1996,10966,590,327,1067,942,10347,,,808,411,,,7052,7123,13893,17345,28430,9998,236,58520,5983,0,52537,,,395,5358,2947,15624,4321,1069,12551,3294,1768,8361,4609,2953,2088,62,2541,0.456,6781,5760,27276,7853,6378,5225,6455,39750,15869,9967,1116,2621,1408,519,1365,5610,3247,15886,0,18637,2440,3756,4568,18637,5252,12343,16795,12311,17370,20580,7075,63728,125119,,126332,23564,16795,23963,2605,1755,63852,7229,13893,24149,6121,5072,10613,81880,,,,,,,,,,107813,39754,50244,1071,6489,9967,2010
55063,55063,55063,18027,27873,1973,835,5025,1378,851,1813,759,1469,2566,1546,339,114874,56629,58245,35.4,,,,,,,,,362,45900,47085,24027,48462,2562,531,664,570,33.3,29319,151,19162,7405,5883,4512,1331,0,40,1522,977,673,11433,11800,10049,2326,3735,2657,1107360,3639,3098,2356,2976,2623,2565,1849,2729,2444,3868,4913,6362,3199,872,1534,873,669,111500,151900,204200,22493,45900,16581,29722,2709,4167,1653,2441,1431,2884,1275,2180,2819,3489,9608,3709,3318,3586,2244,2581,1590,1156,3010,4226,3291,2855,3764,3975,3839,4091,1065,1695,702,1144,1776,1334,900,778,2969,4129,2360,1869,3125,1592,1982,3271,3609,3227,2884,3525,3835,4337,3668,854,2314,1055,914,2024,1378,996,2328,105481,2353,320,4865,7941,705,838,760,1105,7815,,,,,,,7341,6497,13209,18658,24184,3712,362,52798,4436,0,48362,,,402,6211,2076,16705,2848,925,8822,2052,1864,9704,4258,2918,1505,0,2740,0.422,8642,5462,21336,4268,5390,4777,4903,35621,15098,5073,1560,2955,1913,215,787,4688,2547,14665,0,19446,1127,3877,776,19446,3221,10732,15954,10937,13873,19300,6110,57054,109260,,111481,13898,15954,24123,2073,2702,59175,8556,13209,19715,4509,6241,11058,72383,,,,,,,,,,94803,34841,46417,570,4897,7404,2010
01081,01081,01081,21938,33135,1992,1313,6930,2269,1121,1470,2350,1305,1432,1671,162,140780,69236,71544,29.2,,,,,,,,,478,55073,39381,21184,62660,7587,1624,1776,534,39.3,35050,117,21981,10186,7079,4529,2449,89,12,3107,42,42,10729,11103,8593,3842,7235,3522,1322590,7005,5506,2718,4065,3264,2957,2316,3522,1731,3503,4967,5833,3231,2221,1358,876,696,82800,151900,231500,25726,55073,20023,33567,2278,2980,759,3222,3928,2493,1360,12073,6838,10399,1324,4742,4172,4457,2693,4000,1862,2580,6865,4906,4593,4058,4365,4472,3554,4126,806,1450,781,1322,1438,975,511,508,4295,4210,4484,2600,3854,3713,2334,4633,5274,4286,4213,4831,4413,4208,3381,1708,1991,721,1410,1850,1458,884,793,102223,32688,219,3657,8922,1215,602,1713,1378,9390,,,2109,1391,,,5850,4795,13663,21737,31653,6969,478,56719,6897,0,49822,24127,10576,763,7234,3315,18639,3862,1198,7701,3187,3326,7232,4520,1976,765,15,3558,0.48,11106,4803,21184,6018,6404,7632,6575,52509,22931,10864,1195,2288,2513,361,1909,4023,2119,14408,0,23412,1151,3239,5657,23412,5792,8866,13977,11671,16620,22610,9046,66635,135735,138921,135513,30254,13977,22469,2129,1592,62343,5665,13663,17372,4400,7425,12404,79286,,,,,,,,,,114420,43660,54233,2100,4653,9326,2010
