geo_id,geoidsl,geoidsc,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
18167,18167,18167,15342,24307,1960,1626,3102,1041,956,1463,1368,2073,1563,1202,568,107958,54419,53539,36.9,,,,,,,,,,39649,39429,21342,45998,6349,1254,483,502,29.6,24687,0,17062,6466,3511,2379,907,0,225,2955,944,848,9356,9246,7138,2562,3833,1278,929505,4314,3274,2414,2436,3743,1779,2082,1583,2008,2857,3923,4228,1817,1530,524,1137,613,61000,93300,148900,17905,39649,14962,33466,704,975,2089,2712,1195,1028,1887,1942,2207,2012,14693,2789,3207,3722,2350,2327,844,722,3377,3931,3411,3805,3416,4042,4553,3608,941,1662,615,954,1754,1042,741,606,3027,2362,4109,1978,2278,1546,898,2700,3450,2714,1974,4138,3605,3767,3075,1540,2002,768,1368,1869,1381,1606,1384,95333,7728,437,1869,5920,367,567,1802,1258,6351,,,,,,,6625,5780,7765,11627,23544,5941,,,,,,11739,3798,304,3767,3275,12955,2121,447,6577,2241,2271,6525,4050,1605,783,192,1752,0.473,6150,8527,23594,6060,5329,6176,4843,31811,12295,11480,1184,1959,1273,460,2013,4756,3161,14806,133,16562,963,2813,1471,16562,4506,6517,11509,7827,15834,14267,4983,55634,99656,107066,104979,18047,11509,20733,,,,5589,7765,19924,4307,3423,10837,69722,,,,,,,,,,88742,31627,39359,1701,5240,10761,2010
12005,12005,12005,22348,41306,1988,2158,4459,2923,1967,2813,2755,2692,2081,777,568,169272,84104,85168,39.4,,,,,,,,,,63654,44881,22175,99690,36036,9467,3340,738,32.9,40461,629,24365,11843,8252,4417,3270,494,71,3591,1035,1035,11554,12702,12182,4734,10529,3802,1661560,4909,4359,3572,2683,4498,3520,3525,4841,3187,6194,7788,6195,3959,2122,1226,1076,919,97100,163600,245600,30089,63654,23193,50346,2088,3016,5411,5382,4715,4519,12070,11922,5820,17886,1514,5295,5099,5565,3398,2608,1186,835,4051,5792,5288,4703,5848,7121,5905,5103,1665,3554,1361,3034,2361,2428,1258,646,5185,4751,4997,2839,2568,1308,646,3409,5078,4727,6606,4496,7366,6776,5805,1982,3113,1420,1963,3988,2064,2366,1715,139787,15522,1093,3595,8698,2196,2255,1991,1261,16271,,,1422,841,,,10900,8901,16514,18213,37129,9200,,,,,,27960,5309,317,9430,5332,15341,4385,880,3872,4719,7149,11004,8307,3363,930,17,2475,0.416,6553,3569,35561,6998,7593,9027,8084,40560,10317,15764,1511,3769,1409,883,2905,7043,5828,23348,205,23617,1786,3987,4706,23617,7264,7499,20365,16284,22365,27842,6985,90928,164784,166170,163343,23478,20365,41140,,,,9741,16514,27619,11277,5095,20122,115532,,,,,,,,,,138380,36843,67960,4844,8003,18720,2010
29051,29051,29051,9782,19065,1980,1244,1169,834,263,956,654,803,1550,1034,499,76182,38754,37428,36.3,,,,,,,,,,28847,53080,24245,32364,3517,,,446,25,19841,212,13721,5032,3438,2686,643,109,0,1594,337,337,8867,8494,5024,1443,2610,829,644125,2385,1205,1097,1215,1910,1527,1457,1791,931,2056,4846,3550,2322,1289,994,272,533,105800,141400,211900,13795,28847,9006,22320,973,1857,2117,2072,1088,464,268,1205,3186,2206,3401,2184,1789,2822,1432,2222,893,647,2271,2476,2400,2935,2513,2820,2817,2255,876,1326,502,803,1162,493,531,585,2182,2123,2093,1280,2192,745,1050,1447,2384,2123,2286,2189,2787,2680,2234,1009,1298,508,1006,1102,851,783,1076,64159,8950,204,988,5653,437,925,553,381,5154,,,,,,,5071,4401,9264,13000,15905,3737,,,,,,,,531,3628,2786,7371,2868,1522,1471,1654,6549,3617,2784,1893,708,50,2109,0.4,5186,9756,14456,2955,3319,3837,4508,23181,9173,5060,654,2305,899,41,1034,3347,1814,10094,6,13864,812,1416,2978,13864,3501,3195,10067,6755,10127,10884,4311,39408,67645,,73388,7151,10067,14844,,,,3620,9264,12732,2837,3916,8387,48810,,,,,,,,,,62989,21158,29592,1049,3753,7204,2010
47009,47009,47009,14197,32818,1982,1479,2968,609,535,1308,2064,1550,1568,385,658,123119,59855,63264,42,,,,,,,,,,47015,40846,20488,55299,8284,1188,1158,541,29,33891,563,19429,7968,4629,3557,811,134,127,3339,697,697,8894,8215,8452,2656,8853,3919,1302055,3624,2542,3017,3440,3830,3529,2947,2795,1615,5004,5224,4803,2221,1116,487,821,677,97800,155300,230500,24944,47015,13124,40412,925,1357,972,2606,660,247,713,7373,3109,7357,3786,3462,4658,3658,2523,1408,1520,284,1653,3262,3213,3831,4660,4920,4125,4258,1594,2192,1053,1751,2628,1700,1077,425,3124,3022,4683,2280,1292,767,771,2208,3052,3682,4037,4010,4887,4844,4905,1837,2380,1705,1440,2983,2742,1329,1284,114475,4815,244,905,3383,1419,2518,1727,1088,11365,,,,,,,8351,7748,10824,12748,27410,6573,,,,,,16211,1607,470,3603,4271,11844,3255,938,6846,1916,2070,7454,6815,2803,1603,0,3681,0.409,5585,,34049,6497,6677,5867,7220,27057,3849,11500,1157,2912,1018,257,1826,6720,3199,17089,45,15769,442,2603,2088,15769,5851,8832,14885,8551,13054,19088,8589,65689,121778,122641,119311,16443,14885,23848,,,,5356,10824,28235,5337,3798,13155,85806,,,,,,,,,,100512,23125,54142,2010,7994,12976,2010
47065,47065,47065,46826,88905,1974,5371,10621,3329,2859,3106,6274,5240,4826,4033,1952,337294,161131,176163,39.6,,,,,,,,,1178,135731,43935,25445,151247,15516,3000,2262,557,29,88120,720,56477,21785,14916,8223,6279,414,0,6869,1135,965,24615,29900,29395,11682,19003,7054,3142350,10813,9142,10896,7757,7864,8055,7765,6508,5290,10760,13946,14260,9487,4545,4345,4298,703,103800,152100,233500,63973,135731,47611,103770,4746,8678,3238,5910,8773,5409,5255,5468,11031,11839,18471,9939,9413,10772,6343,4596,2817,2417,5967,12043,10415,10296,11247,11544,11763,10493,5185,5394,2590,4961,4649,4365,1885,2037,10595,8416,10820,6221,5509,2126,3007,6312,10927,11459,10104,11818,11891,14055,12276,5645,5315,2732,6221,5981,4924,4344,5465,251263,68494,911,6309,13465,2060,2610,1516,2236,26409,,,4238,3623,438,117,18223,16862,39671,52026,72519,20774,1178,142766,13247,0,129519,32270,25252,323,16706,11260,32974,12570,2935,19729,7579,5529,15643,17025,10813,3991,840,8611,0.471,22351,6292,65809,19833,16651,17550,15228,80866,20352,33960,3275,7937,4482,2355,3667,12259,10404,44379,311,55297,3069,10913,9967,55297,13890,18937,41030,27923,43590,52128,20489,181870,330773,332968,324364,49903,41030,70233,2263,6554,153988,17258,39671,55367,16364,15402,36611,232024,,,,,,,,,,277339,79981,136513,5538,21169,32365,2010
55027,55027,55027,11119,22137,1966,419,1063,1127,512,1126,1039,1201,1900,598,164,88748,46673,42075,40.9,,,,,,,,,,33256,50797,22165,36985,3729,1252,837,603,27.4,24107,69,16995,6031,4157,2783,1190,166,18,1874,1180,1158,5146,5156,4312,3184,4044,3524,909255,1063,1644,1277,2113,2722,2817,1744,1259,1557,4063,4728,4373,2032,872,838,154,744,112200,154600,231400,18093,33256,9149,26118,978,2385,1101,2150,1512,533,630,1578,1624,2574,11650,2641,2994,2599,1716,985,379,424,2052,3328,3507,2753,3740,4084,3979,3005,1396,1318,579,858,1732,715,1189,700,2324,2900,2605,1802,835,303,209,1418,2479,2256,2338,3034,3438,3552,2798,967,1379,606,993,1767,836,1131,2105,84213,2370,175,616,7588,1005,1069,1610,734,5080,,,,,,,7411,5351,6217,7358,19581,1936,,,,,,9086,3067,1838,2621,2611,8293,1078,1104,10847,1733,1666,5054,2279,1878,824,0,2052,0.359,2682,8606,24191,3647,4570,4313,4654,18500,2681,8851,1220,1362,544,156,1138,6177,3185,13782,21,11393,420,788,1087,11393,4872,9662,9715,6184,9351,15394,5671,49351,79646,87458,85715,6313,9715,20621,,,,6436,6217,21497,4838,1922,9347,62562,,,,,,,,,,72685,20101,37556,781,4955,9152,2010
22057,22057,22057,9620,26071,1978,1490,1588,622,549,665,465,715,1099,492,262,96328,47346,48982,37.7,,,,,,,,,,35691,47442,24463,38652,2961,,,526,31.5,27744,477,13988,6216,4039,2002,2003,34,0,2177,332,282,6085,5878,3493,2170,6012,3269,1054660,2334,3037,2356,2472,1695,2032,1586,1561,1208,2559,3793,4709,2175,1897,1171,1106,672,75500,130500,206200,18582,35691,7947,26802,178,1398,822,621,146,264,134,8287,4115,2507,2200,3333,2836,3156,1938,1661,398,798,2434,3091,3295,2990,3081,3865,3994,2904,1175,1240,833,1042,1357,966,654,305,2876,3197,4051,1905,1660,457,1051,1816,2958,2419,3187,3243,4067,3772,3394,1430,981,853,1619,983,923,825,1315,76660,12347,1955,647,7390,1133,1114,1877,1882,3911,,,806,521,,,6011,4438,6719,7936,23292,7609,,,,,,,,3818,2503,5199,9250,1686,482,4148,2929,1668,4608,2537,3481,1718,92,1641,0.478,2288,1665,26004,5272,5598,5030,5538,22814,3292,15666,190,1544,480,1335,1514,6691,1424,13178,0,10651,809,2841,2200,10651,7695,8607,9652,7422,11578,14526,5105,51086,94495,,92411,10426,9652,12084,,,,2178,6719,22394,2644,1307,7262,62761,,,,,,,,,,76879,20566,40157,1699,5251,9117,2010
42111,42111,42111,10227,19365,1965,1591,1252,414,453,628,517,640,923,818,520,77626,39652,37974,44.2,,,,,,,,,,29592,39978,19613,38136,8544,155,370,395,26.8,21836,200,10877,4500,3265,1218,1943,0,104,1235,134,110,3985,4000,6406,1701,3288,1638,755355,2414,2924,2314,1912,1566,2005,1668,2277,1172,2991,3160,2756,1267,517,399,250,544,59400,93300,159200,16160,29592,7756,26994,2211,1043,1056,690,622,389,348,4767,886,1114,9334,1889,2288,2146,1414,834,692,381,1414,2244,2485,3231,2284,3111,3190,3528,1152,1143,696,990,1771,986,902,881,1807,2026,2125,1352,759,140,565,1017,1822,1913,2614,2281,2788,3084,2647,1128,1551,710,1558,1608,1617,1395,1467,74594,1382,239,46,4332,867,723,850,1185,6216,,,,,,,6108,5680,,6054,15047,3166,,,,,,,,1612,3863,2404,6722,1075,575,4869,1473,1926,3785,1971,1884,812,68,2332,0.402,,3351,,4147,3172,3625,3663,15406,2793,,590,1173,585,373,985,6643,1775,12124,14,8788,1049,2022,178,8788,4352,6809,6797,6225,10050,10500,4688,42196,74016,,75648,10668,6797,,,,,3782,4884,26693,3339,1594,4923,56777,,,,,,,,,,65345,17614,33502,1957,5625,6497,2010
27139,27139,27139,9744,34767,1994,449,839,234,585,1061,1118,500,875,410,241,130487,65240,65247,35.2,,,,,,,,,,44511,77314,32085,47247,2736,,,816,29,,,31946,13617,12550,10489,1750,266,45,1067,205,172,8086,7056,10623,5916,11068,4684,1714235,992,1438,1059,1120,1598,1740,1288,1877,633,3512,5813,8067,5081,2707,5013,2573,872,196100,258800,368400,29228,44511,6312,33263,8495,606,582,312,365,1326,1227,1071,4969,11797,2393,5934,5803,5184,3235,1383,556,339,2059,3801,4366,4611,6622,5605,5045,3648,821,1254,771,884,1241,1033,769,276,5160,5886,5302,2835,1615,698,297,1310,4217,4823,5640,6111,5377,4423,3622,992,1388,572,1196,1441,751,701,890,113330,3931,782,7285,6352,2770,3487,3228,896,5078,537,227,,,,,9537,5394,22527,29203,39339,2668,897,62656,4357,0,58299,,,631,7497,3330,12170,6283,1100,9393,2971,1649,9234,9840,3342,2518,80,3295,0.384,8920,,20901,1997,8962,8181,8277,37032,4331,5027,1853,3879,1784,178,518,4523,3638,16373,186,29359,479,1449,7192,29359,4832,7352,17158,11257,8463,22650,8654,72366,129744,,124945,6018,17158,25516,1165,3659,69394,8134,22527,18478,5372,7187,12010,82891,,,,,,,,,,97218,23822,60639,726,3124,7599,2010
13057,13057,13057,15699,60814,1996,1042,4163,1876,524,694,1505,1874,1728,1591,256,215129,106292,108837,36.4,,,,,,,,,457,76513,61834,28455,82442,5929,1622,1312,755,31.1,61260,138,50554,18629,15093,6927,7730,436,0,3536,895,895,8723,9679,11722,5309,13893,14912,3118585,2881,2387,4008,3583,4072,2845,2463,4116,3135,7301,8421,10650,6712,4107,6635,3197,941,146800,194200,288600,48114,76513,15253,68455,3108,776,434,1174,1669,2749,1212,2865,15598,17364,1416,7737,10193,7752,4900,2430,1087,1670,2482,7257,6708,8588,9242,8431,8074,6116,2154,2675,1516,2120,2327,1420,771,642,7533,9057,7720,4069,2450,1025,1093,3629,5780,8055,9418,8467,8637,7966,7440,1771,3640,1768,2312,2786,1906,1325,990,187697,12135,1239,3649,5896,2726,4662,11667,3035,9607,,,1082,171,517,376,14227,10223,36068,45033,58961,9073,403,91141,8733,0,82408,27671,3149,334,8401,8075,20767,8799,2710,9291,5710,4337,14382,13003,4158,3631,66,6496,0.42,13206,,31302,4892,16177,12158,11678,60523,10951,14340,2020,7599,3184,951,1444,6202,6050,27450,53,42993,793,1651,11759,42993,8221,6214,29575,16595,18723,36832,12811,120419,214250,213294,205930,17981,29575,45386,1172,8340,101795,8592,36068,25367,9256,9796,27538,140302,,,,,,,,,,165137,38298,100318,2495,6754,15679,2010
27171,27171,27171,12510,32693,1991,232,1072,835,474,993,539,899,732,433,187,125118,62959,62159,34.4,,,,,,,,,,45203,66833,27983,49039,3836,916,292,688,31.5,38807,154,30956,12245,10003,7421,2313,269,0,2242,763,701,6472,6758,5530,3479,8962,9549,1875945,1169,1121,1258,2296,2252,2374,2663,2093,2235,2879,4625,8127,5801,2926,2149,1235,767,156200,200200,279300,26962,45203,6396,37870,4871,175,374,318,960,1639,620,2212,4225,12452,4574,5599,5082,5943,2766,1455,275,322,2069,4542,4391,4492,5275,5058,4321,3049,1223,1751,489,1215,1584,898,540,620,4963,4908,5285,2878,1437,540,766,1477,4072,5013,4488,4951,4732,4187,3282,675,1998,973,1583,1006,1150,517,1278,118444,1232,269,1511,5159,3236,3559,5578,1124,5074,,,,,,,9142,5862,14677,19116,37424,6210,,,,,,,,1058,4722,5508,15279,4292,697,10857,3073,2086,7700,4903,3108,2634,44,4252,0.37,5989,1153,25384,1999,7656,8838,7754,34987,4612,5028,1941,2742,1144,315,610,5232,3418,15402,51,23414,1082,1494,1812,23414,6474,9225,15522,11282,11119,20207,8131,67500,124264,,119111,6164,15522,28275,,,,9646,14677,23928,5344,4709,13285,79353,,,,,,,,,,93338,24673,55510,1183,4067,7300,2010
24009,24009,24009,7428,23310,1988,294,1516,499,443,200,626,601,680,741,62,88936,43607,45329,38.6,,,,,,,,,,30738,88862,35469,33836,3098,,,1037,29.8,,,21240,,,,,,,,,,2509,3772,3655,1822,4445,6683,1725995,637,1016,458,1081,1069,522,1047,773,767,2212,2846,4758,4276,3564,3373,2339,1133,272900,358200,474600,17477,30738,5662,28470,2613,568,62,69,721,263,599,471,2287,4458,2104,2449,3327,3875,2129,1323,652,721,1315,2023,1864,3040,3293,4120,3558,2761,1122,1514,1514,527,965,913,476,126,2379,3598,3359,2121,808,517,373,1814,2185,2754,3315,2865,4375,3903,3166,951,1674,796,1322,810,792,1001,451,72048,12696,149,997,3351,1990,1232,9863,3127,7744,,,764,612,,,6694,4665,9105,14848,23237,4219,,,,,,,,52,3875,4464,10511,1920,549,1978,2508,7409,4654,4432,2296,1121,64,4882,0.37,7430,,19042,2290,5506,5595,6148,24441,4049,5074,961,2242,1991,116,606,3973,3186,13075,208,18928,765,1254,1256,18928,5737,2369,10771,7964,6789,9781,8032,48483,87470,,86421,5088,10771,17525,,,,4336,9105,17756,4153,5664,9036,58176,,,,,,,,,,69949,19086,37417,1664,4264,7174,2010
55035,55035,55035,17702,21683,1975,1241,2897,1383,1143,1227,1199,1512,1568,1155,226,98928,48704,50224,33,,,,,,,,,,39385,42807,24409,42169,2784,575,245,540,32,25834,242,16720,6826,5018,3856,873,275,14,1808,401,401,14108,13591,4444,2385,3067,1029,862100,2652,3223,2930,2750,2053,2266,1598,3153,1526,2537,4201,4680,2885,1405,940,586,628,103700,146900,210400,17177,39385,13551,27153,2195,2434,2431,2623,863,1225,1391,1839,1856,3427,7355,3706,3532,2255,1605,1985,1465,1393,3566,3672,3021,2400,2944,3283,3043,2987,1319,1192,780,1200,1005,807,645,899,2969,2298,2858,1872,2804,1796,2550,2537,3311,2614,2397,2885,3161,3206,2832,1232,1799,934,983,1366,1213,1354,1253,92298,507,365,3396,9087,571,516,741,610,6406,,,,,,,6099,5458,12914,16630,21095,3555,,,,,,8362,10161,641,6607,2460,14872,2618,1163,6303,1963,2025,7289,3958,2036,1480,10,2052,0.455,6578,6122,15514,4367,4107,4594,4232,31792,14801,4199,1593,2612,1405,52,336,3116,2710,11824,120,17764,1172,2444,1044,17764,3475,7489,13460,11227,14130,15839,4920,47298,92951,97985,95791,16711,13460,20532,,,,8114,12914,14375,3906,4701,8512,59737,,,,,,,,,,81310,32246,35389,763,4411,8106,2010
51165,51165,51165,8251,20854,1980,1329,1599,640,328,544,827,892,198,865,349,76413,37670,38743,40.4,,,,,,,,,,29105,48243,27760,33708,4603,,,575,29.9,21534,217,13403,5166,3738,1818,1619,233,68,1428,607,607,4549,5583,6055,2412,3774,1957,691850,1292,1748,1636,1795,1737,2266,1612,1546,1719,2707,3063,2864,1626,1428,892,1174,736,140300,194100,293500,16671,29105,7571,23470,2577,956,644,1135,876,364,224,3462,2969,4512,4718,2613,2350,2768,1547,1145,895,253,1000,1987,2248,1963,2857,2828,2938,2337,1093,1381,795,749,1677,786,994,466,2248,2021,3108,1371,1155,370,545,1384,1970,2503,2441,2136,2754,3053,2420,1191,1416,774,841,1761,962,1363,956,,,,,3134,489,1140,331,589,5308,,,,,,,5441,4638,,10028,18026,3154,,,,,,,,2134,2393,2833,8678,1435,382,4941,1708,1389,4518,2321,2178,749,122,3190,0.484,,1976,,2168,4354,4430,4007,18500,3418,,407,1158,1241,781,1590,4206,1194,10577,0,10603,646,1437,2502,10603,4491,6509,8878,5178,7077,12168,5233,39516,74891,,73568,8474,8878,,,,,2725,7717,18135,2236,3310,4459,51640,,,,,,,,,,61305,14517,35911,1427,3959,5200,2010
27163,27163,27163,22397,64521,1988,414,4193,872,838,976,1969,2778,1749,1206,272,238844,117273,121571,38.4,,,,,,,,,2111,86918,77239,34054,92493,5575,1374,1353,904,28.6,71651,535,57471,18155,14626,11357,3133,136,0,3529,674,639,12185,14177,18400,9350,19236,10773,2967670,2382,2709,2490,2323,2864,2829,2646,3915,2121,6679,11186,14477,10859,7478,6297,5663,1046,179100,249000,355700,53479,86918,15267,62425,13856,1014,2265,1948,1182,2440,5393,1970,7430,12519,6081,7270,8241,10348,5651,2457,1221,1121,3524,7286,7561,7648,9748,9974,9424,8039,2635,3818,1936,2698,2246,2610,1274,543,8155,8688,10081,5217,2302,868,1300,3440,7356,7065,7691,9782,10398,9783,8440,2637,4247,2199,2633,2927,2883,1198,2281,210874,7738,770,13119,15158,5283,6138,3544,1463,15960,614,175,,,415,203,18102,13489,46334,59535,63651,10774,1868,113412,10761,54,102651,17083,6179,755,10059,5843,27563,14726,3530,17379,4781,6346,14608,11540,5446,2936,150,5277,0.39,19613,1646,35634,3327,14696,16151,14372,66997,11608,6354,3540,9201,5358,291,644,7582,7274,33890,38,55836,1056,2434,4972,55836,7559,10424,33909,17784,22353,40538,16316,133532,237202,235652,229379,15334,33909,51025,1840,5163,123414,15788,46334,32159,11588,14024,23649,158960,,,,,,,,,,186061,48588,110950,1838,6401,16906,2010
05119,05119,05119,56831,98112,1977,4359,15740,5295,3999,4990,7294,6332,7524,5678,2479,383632,184675,198957,35.9,,,,,,,,,1225,154943,44482,25931,175776,20833,7766,3344,574,30.4,91253,1094,60710,32228,16918,8283,7229,696,710,15310,1364,1227,30192,40853,34431,10289,20796,3881,3312785,13713,8217,11519,8941,8934,11518,7502,7813,6000,11274,17821,16604,9418,5210,5509,4950,759,87700,145100,220500,63496,154943,63690,117345,4409,5040,6824,8518,13559,4306,6716,9009,11364,13210,9237,13480,13121,12794,7210,4538,2109,2328,8697,15166,13280,11974,13386,12573,13107,12470,4656,5292,2872,3368,4764,3660,2461,1369,12827,13902,10945,7401,4031,2185,2224,8934,15491,14562,14398,12009,14040,14360,14258,4070,6431,3326,4695,5414,4955,4681,3818,232716,136525,1771,7854,19269,2564,2409,2535,1110,25029,,,8200,6100,844,820,16074,15021,51352,66939,91680,36292,1171,167700,18499,0,149201,40409,34639,929,17720,8180,51634,11816,4261,12574,8759,12468,17538,17717,9592,4541,673,5864,0.472,26313,10157,67686,17738,21365,17323,20648,102341,20702,30617,3514,11560,4550,1291,3030,14020,10133,48098,405,70106,3160,10063,15796,70106,9864,18695,46132,32932,62390,56783,19843,211523,376246,378116,368104,65888,46132,80938,2460,4322,177340,18752,51352,58724,16091,16743,46095,256906,,,,,,,,,,306563,95001,139606,10191,18032,42092,2010
53041,53041,53041,9605,18537,1975,739,1593,767,761,1052,875,833,713,580,77,75487,37991,37496,41.2,,,,,,,,,,28142,38643,19340,34081,5939,1658,795,580,32.6,20152,222,12334,5012,3720,2165,1386,82,87,1292,231,231,4806,4077,3399,1039,2176,1401,718590,2215,2423,1400,3193,1957,1903,1480,1100,854,2642,2964,3712,1065,710,328,196,663,128700,190500,282400,14560,28142,7990,23826,200,521,803,618,985,502,398,5816,3014,3174,7288,2100,2471,3043,1896,1126,361,321,1505,2040,2067,2056,2378,2606,2746,2872,985,1375,791,1020,1666,1278,561,727,2058,2423,2213,1451,857,331,454,1337,2047,2032,2076,2503,2506,2770,2881,1107,1280,721,1560,1527,1072,1069,1221,67945,72,874,552,3807,463,1072,817,2014,7118,,,,,,,4904,4986,,4310,17655,3179,,,,,,,,1808,2335,3079,5674,687,243,3085,1154,1792,4472,1676,1855,443,52,3201,0.404,,,,5574,4177,3859,4664,17190,2362,,1385,1111,155,313,1000,3897,2723,10584,0,6247,382,1643,2411,6247,5598,4874,6334,5250,7794,9961,5543,38327,74654,,72960,12002,6334,,,,,5554,3766,14481,5814,1875,9644,51540,,,,,,,,,,61179,14834,31518,1539,4314,8602,2010
21151,21151,21151,10408,20963,1991,672,3357,1122,454,1243,911,1447,1232,1565,504,83157,40440,42717,33.2,,,,,,,,,,31371,42013,21152,35089,3718,,,483,31,18864,60,12484,,,,,,,,,,6855,5881,4915,2020,5827,1987,937645,2982,2919,2134,1995,1414,2101,1200,2085,1259,2289,3247,3870,1827,993,499,557,587,88700,144900,199500,15165,31371,12507,19933,706,1950,3848,2389,2140,671,297,3155,3437,4798,2087,2766,2685,2127,1595,1232,1824,1863,1696,3362,2635,2443,2928,2691,2328,2409,861,1048,605,421,1476,503,590,352,2521,1982,2648,1357,2440,1424,1510,2123,2886,2657,2116,3245,2964,2824,3112,918,778,780,1127,918,895,965,527,,,,,5923,1293,435,1477,1108,5514,,,,,,,4827,4147,,12601,17681,4733,,,,,,9337,6460,180,6028,2453,11042,2042,1075,4490,1402,1144,5266,2049,887,1543,264,2004,0.451,,3765,,6001,4088,4068,3421,26536,11138,,310,1450,940,1148,905,2665,1919,9337,33,13308,659,1521,1404,13308,3053,5226,8892,9122,10725,13728,3393,42205,79023,82077,79802,17704,8892,,,,,4099,8709,10827,3117,4100,7256,51364,,,,,,,,,,68428,23193,32320,1580,3351,7763,2010
